Name,ID,English name,Region,Building type,Categories,Activities,Features,Architect(s),Builder,Century,Year built,Rebuilt year,Architectural style,Wikipedia link,Website,Instagram,Map link,Latitude,Longitude,WP Post ID
Hallwylska palatset,hallwylska-palatset,Hallwyl Palace,Uppland,Palace,History & Culture,,,Isak Gustaf Clason,,19th Century,1893,,Historicism,https://sv.wikipedia.org/wiki/Hallwylska_museet,http://www.hallwylskamuseet.se/,,https://maps.app.goo.gl/MYxwTZVdrhH2A84i8,59.33312983022589,18.07448875378993,
Halmstad slott,halmstad-slott,Halmstad Castle,Halland,Castle,History & Culture,,,Hans van Steenwinckel d.ä. (design); Willum Cornelissen (completion),,17th Century,1609,,Northern Renaissance,https://sv.wikipedia.org/wiki/Halmstads_slott,,,https://maps.app.goo.gl/Y4EKg9Vtvzynpg7F9,56.6718361640813,12.857941215009804,
Hedenlunda slott,hedenlunda-slott,Hedenlunda Manor,Södermanland,Manor,Weddings|Accommodation|Spa & Wellness,,,Fredrik Wilhelm Hoppe,Helena Magdalena Wrangel,18th Century,1780,,,https://sv.wikipedia.org/wiki/Hedenlunda,https://www.hedenlundaslott.se/,,https://maps.app.goo.gl/aaiB7xHpU6Mo6xKq5,58.992521007528,16.59403167519441,
Hellefors herrgård,hellefors-herrgard,Hellefors Manor,Närke,Manor,Food & Drink,,,,Heikenskjöld family,18th Century,1782,,,,http://www.helleforsherrgard.se/,,https://maps.app.goo.gl/TANj1jDg2Aq4ziM67,59.78534456040265,14.509771265371786,
Hellekis säteri,hellekis-sateri,Hellekis Manor,Västergötland,Manor,Food & Drink,,,Olof Tempelman (remodel),,18th Century,1707,1790,Gustavian,https://sv.wikipedia.org/wiki/Hellekis_säteri,http://www.hellekis.com/,,https://maps.app.goo.gl/5Ztujh4Ts2yH2L8u5,58.618790775236,13.390159564804772,
Hennickehammars herrgård,hennickehammars-herrgard,Hennickehammar Manor,Värmland,Manor,Food & Drink|Weddings|Accommodation|Spa & Wellness,,,,,18th Century,1722,,,https://sv.wikipedia.org/wiki/Hennickehammars_herrgård,https://hennickehammar.se/,,https://maps.app.goo.gl/8Nt4KgSE3YuPqtpv9,59.69397612635903,14.219119548175833,
Hensbacka herrgåd,hensbacka-herrgard,Hensbacka Manor,Bohuslän,Manor,Food & Drink,,,,Lieutenant colonel Lilliehöök,18th Century,1730,1895,Neoclassical,,https://www.hensbacka.com/,,https://maps.app.goo.gl/sChcfXBMBxu7ofVV6,58.437695605050116,11.72247509970969,
Hesselby slott,hesselby-slott,Hesselby Manor,Uppland,Manor,Food & Drink|Weddings|Accommodation,,,Simon de la Vallée; top floor later lost in a fire and never rebuilt,Carl Bonde,17th Century,1650,1721,Baroque,https://sv.wikipedia.org/wiki/Hässelby_slott,https://www.hesselbyslott.se/,,https://maps.app.goo.gl/qNxrhieQvzVuz1wSA,59.365681645980395,17.854962019328582,
Hessensteinska palatset,hessensteinska-palatset,Hessenstein Palace,Uppland,Palace,History & Culture,Sightseeing,,Probably Nicodemus Tessin d.ä. (rebuild),Bengt Bengtsson Oxenstierna,17th Century,1630,1680,Baroque,https://sv.wikipedia.org/wiki/Hessensteinska_palatset,https://www.sfv.se/vara-fastigheter/sverige/stockholms-lan/riddarholmen/hessen-steinska-huset-pa-riddarholmen,,https://maps.app.goo.gl/HPGm8s8JyWrxD4jF6,59.3253559764323,18.0646056402978,
Hildasholm,hildasholm,Hildasholm,Dalarna,Manor,History & Culture|Gardens & Parks,Museum,,,,,,,,,,,,,,
Hjelmsjöborg,hjelmsjoborg,Hjelmsjöborg Manor,Skåne,Manor,Weddings,,,Ola Andersson and Harald Berglin (built in stages),Factory director Hjelm,20th Century,1900,,,,https://www.hjelmsjoborg.com/,,https://maps.app.goo.gl/gfcRGRrkFKxHtN9Z8,56.27386891156943,13.292341816827904,
Hjularöd slott,hjularod-slott,Hjularöd Manor,Skåne,Manor,History & Culture,Sightseeing,,Isak Gustaf Clason and Lars Israel Wahlman (inspired by French medieval castles such as Château de Pierrefonds),Hans Gustaf Toll,19th Century,1894,,Gothic Revival,https://sv.wikipedia.org/wiki/Hjularöds_slott,http://hjularod.se/,,https://maps.app.goo.gl/HNVH1SU52cp1XJRf6,55.73508710312415,13.559041013102611,
Hoby Kulle herrgård,hoby-kulle-herrgard,Hoby Kulle Manor,Blekinge,Manor,Accommodation,,,,Isaac Otto Ruben and Carolina von Rosen,19th Century,1846,,,https://sv.wikipedia.org/wiki/Hoby_Kulle_herrgård,https://hobykulleherrgard.se/,,https://maps.app.goo.gl/Q5cZnCTCtzPUtEbv9,56.21833075663989,15.115247484294523,
Hofmantorps säteri,hofmantorps-sateri,Hofmantorp Manor,Småland,Manor,Sports & Recreation,,,,Bertil Skytte,17th Century,1666,,,,https://hofmantorp.se/,,https://maps.app.goo.gl/m5FyKAJrcDBiiRse7,56.77524144864102,15.122081256029555,
Hofsnäs herrgård,hofsnas-herrgard,Hofsnäs Manor,Västergötland,Manor,Food & Drink,,,,Sigge Sparre,19th Century,1854,1924,,https://sv.wikipedia.org/wiki/Hovsnäs,http://www.hofsnas.se/,,https://maps.app.goo.gl/f477VfS2CQram7Kh6,57.63008582265378,13.292906324817533,
Hooks herrgård,hooks-herrgard,Hook Manor,Småland,Manor,Food & Drink|Accommodation|Spa & Wellness,,,,Claes Henrik Stedt; wings later added under Johan Axel Stedt,18th Century,1778,1787,,https://sv.wikipedia.org/wiki/Hooks_herrgård,https://www.hooksherrgard.se/,,https://maps.app.goo.gl/VdYMqibVtYpSYxg26,57.539332483301905,14.27117847138654,
Hovdala slott,hovdala-slott,Hovdala Castle,Skåne,Castle,Food & Drink|History & Culture,,,,Mats & Björn Laxmand (north wing); Sivert Grubbe (gate tower); Jens Mikkelsen (east wing rebuild),17th Century,1511,1681,,https://sv.wikipedia.org/wiki/Hovdala_slott,http://www.hovdala.se/,,https://maps.app.goo.gl/UDAdLq5NS9X6TRUA7,56.104681656444995,13.713058120535093,
Husby säteri,husby-sateri,Husby Manor,Södermanland,Manor,Weddings|Accommodation,,,,Curt Philip Carl von Schwerin,18th Century,1795,,,https://sv.wikipedia.org/wiki/Husby_säteri,https://www.husbysateri.se/,,https://maps.app.goo.gl/Gw7P6mNJdyjVgogR8,58.45956507041332,16.465813804497657,
Huseby bruk,huseby-bruk,Huseby Manor,Småland,Manor,History & Culture,,,,Hamilton family,19th Century,1844,,,https://sv.wikipedia.org/wiki/Huseby,http://www.husebybruk.se/,,https://maps.app.goo.gl/QMrr19brLc3dzXtC9,56.77883920014571,14.589932267116831,
Hussborgs herrgård,hussborgs-herrgard,Hussborg Manor,Medelpad,Manor,Food & Drink,,,,Sons of provost Johan Huss,19th Century,1850,,,,https://www.hussborg.com/,,https://maps.app.goo.gl/Wb2e8njRMckpaMuY8,62.49737775672614,16.01801613848389,
Hånö säteri,hano-sateri,Hånö Manor,Södermanland,Manor,Sports & Recreation,,,,Henrik Fleming,17th Century,1646,,,https://sv.wikipedia.org/wiki/Hånö,https://www.hanosateri.se,,https://maps.app.goo.gl/jb7M8J7VFRBQzt1m6,58.78338323580808,17.34096503590371,
Håveruds herrgård,haveruds-herrgard,Håverud Manor,Dalsland,Manor,Accommodation,,,,Alexander Theodor Halling,19th Century,1887,,,,https://www.hoverud.com/,,https://maps.app.goo.gl/MRXs28Mym7MXMQMH7,58.82148666225823,12.415551216049657,
Häckeberga slott,hackeberga-slott,Häckeberga Manor,Skåne,Manor,Weddings|Accommodation,,,Helgo Zettervall,Tönnes Wrangel von Brehmer,19th Century,1873,,French Renaissance Revival,https://sv.wikipedia.org/wiki/Häckeberga_slott,https://hackebergaslott.se/,,https://maps.app.goo.gl/v1z6YpTSz8szk3Qr9,55.58041861387186,13.428588087963071,
Häringe slott,haringe-slott,Häringe Manor,Södermanland,Manor,Food & Drink|Weddings|Accommodation,,,Not formally documented,Gustaf Horn,17th Century,1651,,,https://sv.wikipedia.org/wiki/Häringe_slott,https://www.haringeslott.se/sv,,https://maps.app.goo.gl/DWvYj8rLi8afQv9i8,59.03944988260914,18.01423126911673,
Hörle herrgård,horle-herrgard,Hörle Manor,Småland,Manor,Conferences & Events|Weddings,,,Bengt Wilhelm Carlberg; Carl Hårleman (interiors),Anna Margareta Lilliecreutz and Gabriel von Seth,18th Century,1746,,,https://sv.wikipedia.org/wiki/Hörle_herrgård,http://horleherrgard.se/,,https://maps.app.goo.gl/foRppLCKyao1DEEh7,57.26389990504298,14.057660211338938,
Ismantorps borg,ismantorps-borg,Ismantorp Fortress,Öland,Ruin,History & Culture,Sightseeing,,,,3rd Century,200,,,https://sv.wikipedia.org/wiki/Ismantorps_fornborg,https://www.oland.se/ismanstorps-borg,,https://maps.app.goo.gl/z1aKszMTuzyYPmnN6,56.745580071497585,16.64268788432521,
Johannesbergs slott,johannesbergs-slott,Johannesberg,Uppland,Manor,Food & Drink|Weddings|Accommodation|Spa & Wellness,,,,Conti family (rebuild),20th Century,1900,,,https://sv.wikipedia.org/wiki/Johannesbergs_slott,https://www.johannesbergsslott.se/,,https://maps.app.goo.gl/7v8vdyMZChwtdyxq6,59.73619057488632,18.190394755667008,
Johannisborgs slottsruin,johannisborgs-slottsruin,Johannisborg Castle Ruin,Östergötland,Ruin,History & Culture,Sightseeing,,Hans Fleming,Duke Johan of Östergötland,17th Century,1613,,,https://sv.wikipedia.org/wiki/Johannisborg,https://www.sfv.se/vara-fastigheter/sverige/oestergotlands-lan/johannisborgs-slottsruin,,https://maps.app.goo.gl/5RA81ZRAw6Zf5zda9,58.600227821226014,16.197288713270968,
Johannishus slott,johannishus-slott,Johannishus Manor,Blekinge,Manor,Sports & Recreation,,,Carl Fredrik Adelcrantz,Wachtmeister family,18th Century,1770,,Neoclassical,https://sv.wikipedia.org/wiki/Johannishus_slott,https://johannishus.com/,,https://maps.app.goo.gl/qj8S8L7niFbmZExo8,56.244269857612245,15.41565372847656,
Jordberga slott,jordberga-slott,Jordberga Manor,Skåne,Manor,Weddings|Sports & Recreation,,,Iver Krabbe (rebuild); Carl Georg Brunius (remodel); Henri Glaesel (final form),Clara Amalia Stjernswärd,20th Century,1650,1906,Baroque,https://sv.wikipedia.org/wiki/Jordberga_slott,https://www.jordberga.se/,,https://maps.app.goo.gl/GiJyuor9atvYb7BL7,55.41560111144022,13.412633411231363,
Jordhammars herrgård,jordhammars-herrgard,Jordhammar Manor,Bohuslän,Manor,Food & Drink|Weddings,,,,,19th Century,1884,,,,https://jordhammarsherrgard.se/,,https://maps.app.goo.gl/SsGcf4D7nxMAm5899,58.0997129873398,11.84231171134088,
Julita gård,julita-gard,Julita Manor,Södermanland,Manor,History & Culture,,,,,18th Century,1760,,,https://sv.wikipedia.org/wiki/Julita_gård,https://www.nordiskamuseet.se/slott-gardar/julita-gard,,https://maps.app.goo.gl/5Vfez6zwk5j2a1tW8,59.14847451288701,16.044951826795476,
Jädersbruks herrgård,jadersbruks-herrgard,Jädersbruk Manor,Närke,Manor,Food & Drink,,,,Mårten Holmstedt,19th Century,1675,1885,Italianate,https://sv.wikipedia.org/wiki/Jäders_bruk,https://jadersbruk.se/,,https://maps.app.goo.gl/72fZ3R97kbVsTmtx6,59.408847114681535,15.787619682551128,
Kaggeholms slott,kaggeholms-slott,Kaggeholm Manor,Uppland,Manor,Conferences & Events|Sports & Recreation|Accommodation,,,,Isac Funck,18th Century,1720,1850,Rococo,https://sv.wikipedia.org/wiki/Kaggeholm,http://www.kaggeholmsslott.se/,,https://maps.app.goo.gl/LFmc5eLxJUDZCXoAA,59.28359837820399,17.66318141331195,
Kalmar slott,kalmar-slott,Kalmar Castle,Småland,Castle,Food & Drink|Weddings|History & Culture,,,Jacob Richter; Johan Baptista Pahr; Dominicus Pahr; later restorations by Fredrik Wilhelm Scholander and Carl Möller,,16th Century,1200,1545,Renaissance,https://sv.wikipedia.org/wiki/Kalmar_slott,https://kalmarslott.se/,,https://maps.app.goo.gl/DcDYSsUDkDMULgA89,56.658057318474654,16.355451397811784,
Karlbergs slott,karlbergs-slott,Karlberg Palace,Uppland,Palace,History & Culture,Sightseeing,,Hans Drisell (original); Jean de la Vallée (rebuild); Carl Christoffer Gjörwell d.y. (wing expansion),,17th Century,1634,1670,Baroque,https://sv.wikipedia.org/wiki/Karlbergs_slott,https://stockholmslansmuseum.se/besoksmal/karlbergs-slott/,,https://maps.app.goo.gl/xQUd2BHY5jHtC2L2A,59.34121200541939,18.022060113315447,
Karlslunds herrgård,karlslunds-herrgard,Karlslund Manor,Närke,Manor,Food & Drink,,,Johan Gustaf Forsgren; Carl Christoffer Gjörwell d.y. (exterior remodel),Christian Günther; later Carl Henrik Anckarsvärd,19th Century,1801,1819,Empire,https://sv.wikipedia.org/wiki/Karlslunds_herrgård,https://www.karlslundsherrgard.se/,,https://maps.app.goo.gl/4focSP3qhVZzJU4u8,59.26981604228205,15.149477455560385,
Karlsviks herrgård,karlsviks-herrgard,Karlsvik Manor,Dalarna,Manor,Food & Drink,,,,Catharina Fahlberg,19th Century,1802,,,,http://www.karlsviksherrgard.com/,,https://maps.app.goo.gl/MNHZGtczzXGbnRYy9,60.87951037179115,15.118789407739541,
Karsholms slott,karsholms-slott,Karsholm Manor,Skåne,Manor,Sports & Recreation,,,Christian Zwingmann (rebuild),Rudolf Hodder Stjernswärd,19th Century,1600,1862,Northern Renaissance,https://sv.wikipedia.org/wiki/Karsholms_slott,https://karsholm.se/,,https://maps.app.goo.gl/nB8BCMD5yGcZBNwK6,56.11616754664835,14.307835099632944,
Karstorps säteri,karstorps-sateri,Karstorp Manor,Västergötland,Manor,Accommodation,,,Frans Wahlström,Johan Sjöberg,20th Century,1901,,,https://sv.wikipedia.org/wiki/Karstorp,https://karstorp.se/,,https://maps.app.goo.gl/UyQyBwcQnJ2v9S9G8,58.4227688006201,13.851631734638165,
Katrinetorps landeri,katrinetorps-landeri,Katrinetorp Manor,Skåne,Manor,History & Culture,,,Anders Lundberg,Erland Gabriel Bager,19th Century,1813,,Empire,https://sv.wikipedia.org/wiki/Katrinetorp,https://malmo.se/Uppleva-och-gora/Besoksmal/Katrinetorp/Katrinetorp-Landeri.html,,https://maps.app.goo.gl/fRYaT6ZWrku9QWi29,55.55127223401735,13.007130522331517,
Kipplingebergs herrgård,kipplingebergs-herrgard,Kipplingeberg Manor,Uppland,Manor,Sports & Recreation,,,,Claes Edenberg; present building under Mathias Benzelstierna,18th Century,1656,1790,,https://sv.wikipedia.org/wiki/Kiplingeberg,http://www.kiplingeberg.se/,,https://maps.app.goo.gl/VZjWMh4m7a9hz3YQ9,59.9592466114447,17.4734788322988,
Kjesäters slott,kjesaters-slott,Kjesäter Manor,Södermanland,Manor,Weddings|Sports & Recreation|Conferences & Events,,,Johan Fredrik Åbom,Gustaf Trolle Bonde,19th Century,1865,,,https://sv.wikipedia.org/wiki/Kesätter,https://www.kjesater.se/,,https://maps.app.goo.gl/cPh7aUL9waYZjrM66,59.044652567441375,15.91508245185273,
Klosters herrgård,klosters-herrgard,Kloster Manor,Dalarna,Manor,Accommodation|Conferences & Events,,,,,20th Century,1909,,,"https://sv.wikipedia.org/wiki/Kloster,_Hedemora_kommun",https://www.klostersherrgard.se/,,https://maps.app.goo.gl/Hu4xtWB3Vpyu1qJ59,60.372233042266146,16.15964035385277,
Knistads herrgård,knistads-herrgard,Knistad Manor,Västergötland,Manor,Food & Drink|Weddings|Accommodation|Sports & Recreation,,,,,18th Century,1700,1910,,https://sv.wikipedia.org/wiki/Knistad,https://www.knistad.se/,,https://maps.app.goo.gl/RavjsBZUov1a3g5R8,58.42165204156794,13.94784367894011,
Knutstorps borg,knutstorps-borg,Knutstorp Manor,Skåne,Manor,Sports & Recreation,Hunting,Shop,"Carl Georg Brunius (remodel, gave the building its characteristic stepped gables)",Otto Brahe and Beate Bille,16th Century,1551,1830,Renaissance,https://sv.wikipedia.org/wiki/Knutstorps_borg,http://www.knutstorpsbutik.se/,,https://maps.app.goo.gl/MXhxuHudYtCaWPVS8,55.97962201571989,13.134843311263944,
Kobergs slott,kobergs-slott,Koberg Manor,Västergötland,Manor,Sports & Recreation,,,Fredrik Lilljekvist,,19th Century,1600,1892,Neo-Renaissance,https://sv.wikipedia.org/wiki/Kobergs_slott,https://www.koberg.se/,,https://maps.app.goo.gl/CMUxJ7oNs4XHUUCD7,58.16403377357279,12.411796096000353,
Kohlswa herrgård,kohlswa-herrgard,Kohlswa Manor,Västmanland,Manor,Food & Drink|Accommodation,,,,Peder Larsson Höök,17th Century,1674,1790,,,https://www.kohlswa-herrgard.se/,,https://maps.app.goo.gl/BvmsaNVUXM9Nts3p9,59.60179399443291,15.83213039420097,
Korstäppans herrgård,korstappans-herrgard,Korstäppan Manor,Dalarna,Manor,Food & Drink,,,,Heijkensköld family,20th Century,1906,,,,https://www.korstappan.se/sv,,https://maps.app.goo.gl/9FMTpSePueXUzguq9,60.7394568363183,14.983782866712046,
Krageholms slott,krageholms-slott,Krageholm Manor,Skåne,Manor,Sports & Recreation,,,Nicodemus Tessin d.y. (east wing staircase and chapel),Christina Piper (rebuild),18th Century,1720,,Baroque,https://sv.wikipedia.org/wiki/Krageholms_slott,https://www.krageholm.se,,https://maps.app.goo.gl/azPSrMuyrQT2kAUFA,55.49339680018792,13.767267431718402,
Krapperups slott,krapperups-slott,Krapperup Castle,Skåne,Castle,History & Culture,,,Sven Rasmusson Wassander (rebuild),Mourids Podebusk; Maria Sofia De la Gardie; later Christopher von Kochen,18th Century,1550,1780,,https://sv.wikipedia.org/wiki/Krapperups_slott,http://krapperup.se/,,https://maps.app.goo.gl/7AGivdTMQhbX4JJz5,56.26219902441595,12.53061264754545,
Krokstad herrgård,krokstad-herrgard,Krokstad Manor,Värmland,Manor,Food & Drink,,,,,18th Century,1650,1760,,,http://krokstadherrgard.se/,,https://maps.app.goo.gl/BoSDMSiabbba8nvX7,59.10852854127471,12.905759843911612,
Kronobergs slottsruin,kronobergs-slottsruin,Kronoberg Castle Ruin,Småland,Ruin,History & Culture,Sightseeing,,,Bishop Lars Michelsson; later Gustav Vasa and sons,16th Century,1444,1543,Renaissance,https://sv.wikipedia.org/wiki/Kronobergs_slott,https://www.sfv.se/vara-fastigheter/sverige/kronobergs-lan/krono-bergs-slottsruin,,https://maps.app.goo.gl/S23ybQ3wBuhDBGLH8,56.94193358947683,14.794210943771292,
Kronovalls slott,kronovalls-slott,Kronovall Manor,Skåne,Manor,Weddings|Accommodation,,,Isak Gustaf Clason (rebuild),Carl Gustaf Sparre,19th Century,1760,1896,Baroque,https://sv.wikipedia.org/wiki/Kronovalls_slott,https://kronovall.se/,,https://maps.app.goo.gl/gBEttNg1CmVXd2s19,55.64118381366153,14.048632311244367,
Krusenbergs herrgård,krusenbergs-herrgard,Krusenberg Manor,Uppland,Manor,Food & Drink|Weddings|Accommodation|Spa & Wellness,,,"Nicodemus Tessin d.ä. (original stone castle); Carl Christoffer Gjörwell d.y. (present corps-de-logi, after fire)",Johan Cruus,19th Century,1648,1802,Gustavian,https://sv.wikipedia.org/wiki/Krusenberg,https://www.krusenbergherrgard.se/,,https://maps.app.goo.gl/AesjfgjqyCfxAg6x6,59.73528066964674,17.648080134140564,
Krägga herrgård,kragga-herrgard,Krägga Manor,Uppland,Manor,Food & Drink|Weddings|Accommodation|Spa & Wellness,,,,Built as a wedding gift from Patric Seton to his daughter Agnes,19th Century,1830,,Neoclassical,https://sv.wikipedia.org/wiki/Krägga_herrgård,https://www.kragga.se/,,https://maps.app.goo.gl/AynxLMJyQ93xzwWj8,59.60330700458136,17.397104087345326,
Kulla Gunnarstorps slott,kulla-gunnarstorps-slott,Kulla Gunnarstorp Manor,Skåne,Manor,Gardens & Parks,,,Christian Zwingmann,,19th Century,1872,,,https://sv.wikipedia.org/wiki/Kulla_Gunnarstorps_slott,http://kullagunnarstorp.se/,,https://maps.app.goo.gl/K5ZCo6vi1KJmR6uv8,56.10938069614756,12.629663203338149,
Kumla herrgård,kumla-herrgard,Kumla Manor,Södermanland,Manor,Food & Drink|Weddings,,,,Olof Törne (later ennobled Törnflycht); later Rosenblad family,17th Century,1680,1839,Baroque,https://sv.wikipedia.org/wiki/Kumla_herrgård,https://www.kumlaherrgard.se/,,https://maps.app.goo.gl/4QbvLbg89f4Emioe7,59.21676727516275,18.19283065000886,
Kungsfors herrgård,kungsfors-herrgard,Kungsfors Manor,Gästrikland,Manor,Food & Drink|Accommodation,,,,,19th Century,1863,,,,https://www.kungsforsherrgard.com/,,https://maps.app.goo.gl/5WQc3MQVM4GSLRE98,60.75900040619337,16.533098592392385,
Kåseholms slott,kaseholms-slott,Kåseholm Manor,Skåne,Manor,Weddings,,,,Johan Urne,19th Century,1632,1800,,https://sv.wikipedia.org/wiki/Kåseholm,https://www.kaseholm.se/,,https://maps.app.goo.gl/h7raCJWV9E54h49a6,55.59023366919022,13.885480991668826,
Lagaholm slottsruin,lagaholm-slottsruin,Lagaholm Castle Ruin,Halland,Ruin,History & Culture,Sightseeing,,Hans van Steenwinckel d.ä. (modernization),Christian IV,17th Century,1231,1610,Northern Renaissance,https://sv.wikipedia.org/wiki/Lagaholm,,,https://maps.app.goo.gl/1aU7pGQoBCk4ergQ7,56.51633765428683,13.050121624786787,
Lagersbergs säteri,lagersbergs-sateri,Lagersberg Manor,Södermanland,Manor,History & Culture,,,,Erik Dryselius Lagerqvist; later von Siegroth family,18th Century,1660,1750,Baroque,"https://sv.wikipedia.org/wiki/Lagersberg,_Södermanland",https://www.eskilstuna.se/uppleva-och-gora/museer-och-konst/lagersbergs-sateri.html,,https://maps.app.goo.gl/MnQFB7RE8Rx6PLxM6,59.3502001885643,16.472959503004354,
Lejondals slott,lejondals-slott,Lejondal Manor,Uppland,Manor,Food & Drink|Accommodation,,,Isak Gustaf Clason,Louise De Geer,19th Century,1889,,National Romantic,https://sv.wikipedia.org/wiki/Lejondal,https://lejondalsslott.se/,,https://maps.app.goo.gl/QMZdesWccQ62hhGs5,59.52475182488326,17.67484568070534,
Liljeholmen herrgård,liljeholmen-herrgard,Liljeholmen Manor,Östergötland,Manor,Food & Drink|Accommodation,,,,Esbjörn Pontin,20th Century,1917,,,"https://sv.wikipedia.org/wiki/Liljeholmen,_Boxholm",https://liljeholmen.nu/herrgard,,https://maps.app.goo.gl/LK74ds99eH7fnhs56,58.137217919192295,15.699695795999432,
Lillienhoffska palatset,lillienhoffska-palatset,Lillienhoff Palace,Uppland,Palace,History & Culture,Sightseeing,,Johan Tobias Albinus,Merchant Joachim Lillienhoff,17th Century,1668,,Baroque,https://sv.wikipedia.org/wiki/Lillienhoffska_palatset,https://www.stadsholmen.se/app/uploads/2018/09/Engelskahuset3-FAKATABLAD.pdf,,https://maps.app.goo.gl/vcRGM1Styh4V9bRM6,59.315619624918526,18.07252045564165,
Lillö borgruin,lillo-borgruin,Lillö Castle Ruin,Skåne,Ruin,History & Culture,Sightseeing,,,,16th Century,1290,1525,Renaissance,https://sv.wikipedia.org/wiki/Lillö_borgruin,https://vattenriket.kristianstad.se/lillo/,,https://maps.app.goo.gl/ronA72djRCHHQq1r9,56.03854912430991,14.122084254546307,
Lindholms herrgård,lindholms-herrgard,Lindholm Manor,Södermanland,Manor,Sports & Recreation,,,Erik Nordwall,Count Nils Bonde,18th Century,1794,,Neoclassical,https://sv.wikipedia.org/wiki/Lindholms_herrgård,https://lindholmsgard.com/,,https://maps.app.goo.gl/sgZy242XJY2Dppwk9,59.356250248539894,16.81335479060895,
Linköpings slott,linkopings-slott,Linköping Castle,Östergötland,Castle,History & Culture,Museum,,Arendt de Roy (expansion),Johan III; later Duke Karl (rebuild),16th Century,1100,1580,Renaissance,https://sv.wikipedia.org/wiki/Linköpings_slott,http://www.lsdm.se/,,https://maps.app.goo.gl/HCLHVdXa6jHbroq77,58.4106060757042,15.615531597915242,
Ljungs slott,ljungs-slott,Ljung Manor,Östergötland,Manor,Weddings|History & Culture|Conferences & Events|Food & Drink,,,Jean Eric Rehn,Axel von Fersen d.ä.,18th Century,1774,,Gustavian,https://sv.wikipedia.org/wiki/Ljungs_slott,https://ljungsslott.com/,,https://maps.app.goo.gl/ijRpVQAzfseVm1TD7,58.5283848666402,15.443751826758355,
Ludvigsbergs herrgård,ludvigsbergs-herrgard,Ludvigsberg Manor,Södermanland,Manor,Accommodation,,,Architect unknown (exterior similarities to Edsbergs slott),Adolf Ludvig Levin,18th Century,1782,,Gustavian,https://sv.wikipedia.org/wiki/Ludvigsbergs_herrgård,https://www.ludvigsbergsherrgard.se/,,https://maps.app.goo.gl/nPv3kJWUsZQPEoQQA,59.007823789222954,18.123285370893857,
Läckö slott,lacko-slott,Läckö Castle,Västergötland,Castle,Food & Drink|Weddings|History & Culture,,,"Frans Stiemer & Mathias Holl, master builders; Ärland Noreen (restoration)",Magnus Gabriel De la Gardie,17th Century,1298,1615,Baroque,https://sv.wikipedia.org/wiki/Läckö_slott,https://www.lackoslott.se/,,https://maps.app.goo.gl/irX5GL4smFHf65mg6,58.67520487488584,13.219691934647027,
Löfstad slott,lofstad-slott,Löfstad Manor,Östergötland,Manor,Food & Drink|History & Culture,,,Claes Håkan Eliander (rebuild after fire),Axel Lillie,17th Century,1638,1750,,https://sv.wikipedia.org/wiki/Löfstad_slott,https://lofstad.se/,,https://maps.app.goo.gl/4rRqeUGSxZD5i6MN7,58.5505865153341,16.040834540251332,
Lövstabruk,lovstabruk,Lövstabruk Manor,Uppland,Manor,History & Culture,,,Jean Eric Rehn (interiors and pavilions),,18th Century,1725,1800,,https://sv.wikipedia.org/wiki/Lövstabruks_herrgård,https://lovstabruk.squarespace.com/,,https://maps.app.goo.gl/5eUGCpjVKk1vz9de6,60.4077586536223,17.882902281644377,
Malmöhus slott,malmohus-slott,Malmöhus Castle,Skåne,Castle,Weddings|History & Culture,,,,Danish King Christian III (rebuild),16th Century,1434,1526,Renaissance,https://sv.wikipedia.org/wiki/Malmöhus,https://malmo.se/Uppleva-och-gora/Konst-och-museer/Malmo-Museer/Besok-Malmo-Museer/Vara-byggnader/Slottsholmen/Malmohus-slott.html,,https://maps.app.goo.gl/SAaUzYrNCyb1r1kc9,55.60501016513571,12.988459319984006,
Maltesholms slott,maltesholms-slott,Maltesholm Manor,Skåne,Manor,Sports & Recreation,,,"Hans ""Bygge-Hans"" Ramel (rebuild)",Malte Juul,18th Century,1635,1780,Rococo,https://sv.wikipedia.org/wiki/Maltesholms_slott,http://www.maltesholm.se,,https://maps.app.goo.gl/TCfeYw9Nihxb8Ukz7,55.902129496183555,13.981911221854071,
Mauritzbergs slott,mauritzbergs-slott,Mauritzberg Manor,Östergötland,Manor,Food & Drink|Weddings|Accommodation,,,"Claude Roquette; Carl Hårleman (detailing, after rebuild)",Erik Sparre; later Claes Ekeblad (rebuild after fire),18th Century,1670,1725,Baroque,https://sv.wikipedia.org/wiki/Mauritzberg,https://mauritzberg.se/,,https://maps.app.goo.gl/FEWuiK9QLt5AoJpt9,58.6062131734256,16.676415092316095,
Melderstein herrgård,melderstein-herrgard,Melderstein Manor,Norrbotten,Manor,Food & Drink|Weddings,,,,"Jonas Meldercreutz, Abraham Steinholtz and Carl-Johan Thingwall",18th Century,1741,,,https://sv.wikipedia.org/wiki/Melderstein,https://www.melderstein.se/,,https://maps.app.goo.gl/xfwGCpb5h7V1u58Q9,65.94176384917158,22.15228556559852,
Moholms herrgård,moholms-herrgard,Moholm Manor,Västergötland,Manor,Weddings|Sports & Recreation,,,Carl Johan Cronstedt,Märta Margaretha Bonde (m. Carl Sparre),18th Century,1766,,Neoclassical,https://sv.wikipedia.org/wiki/Moholm,http://www.moholmsherrgard.se/,,https://maps.app.goo.gl/ytfLo3qXju1bgntw8,58.60259736200669,14.046083438344276,
